"Data Source","World Development Indicators",

"Last Updated Date","2017-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Aruba","ABW","Population, male (% of total)","SP.POP.TOTL.MA.ZS","49.0204397874852","49.0348883356785","49.0343920048369","49.0132101095257","48.9873573094391","48.9757135136078","48.960174690652","48.9611329336366","48.9542114188807","48.935880409984","48.9046893516167","48.8543454123347","48.8061621748066","48.7266750780264","48.6774497331769","48.6455740029347","48.6498531013766","48.6648113176291","48.6988785730924","48.7277396118189","48.7395377473085","48.7392876603755","48.7210837775713","48.6956102422323","48.7123165568395","48.7465092663113","48.8291164498364","48.9407807497008","49.0764998690071","49.2176363606574","49.3290642296306","49.4081054732835","49.465123094959","49.4751362162908","49.4322404015384","49.3202529754494","49.1653747701626","48.9596255119953","48.717919340055","48.4793672549967","48.2545726674444","48.0590363002196","47.8840323395654","47.734394326709","47.6261848821194","47.5606830087576","47.5408860546073","47.556903501146","47.6045304761341","47.6485721889817","47.6712732995623","47.6703738180393","47.6477354701605","47.6098184954406","47.5722075569857","47.5344789580119","47.50851484015","",
"Afghanistan","AFG","Population, male (% of total)","SP.POP.TOTL.MA.ZS","51.6805217408896","51.5894721293928","51.5040443541467","51.424015979942","51.3493486317742","51.2798010146482","51.2159126380114","51.1574752721564","51.1034060940675","51.0521508633524","51.003228706629","50.9564478195971","50.9129591807224","50.8748462315889","50.844882145829","50.8245646641695","50.8132790947379","50.8100876240106","50.815071768347","50.8287442287527","50.8512140208623","50.8862677337046","50.9345160693469","50.989198797766","51.0387214601866","51.0740297951643","51.0841052971022","51.0731122982082","51.0646959019924","51.0917489583631","51.170782542249","51.3042707985487","51.4652009674119","51.6132188591","51.7129500783202","51.7520090159145","51.7288279495058","51.6600080145371","51.5746337230809","51.5111846023062","51.4935402605196","51.5297361371322","51.601986958735","51.6798807120028","51.728692220203","51.7304915248802","51.6807393992034","51.5938267384544","51.4943135747929","51.4146009354482","51.3752308600541","51.381076383834","51.4197547333438","51.4735046921857","51.519989562251","51.5454421553111","51.5478014834187","",
"Angola","AGO","Population, male (% of total)","SP.POP.TOTL.MA.ZS","48.5999666500508","48.6088890928395","48.6182991090964","48.6279965520787","48.6379182448977","48.6480090584102","48.6582480859454","48.6687607170694","48.6798338391735","48.6920244866794","48.7054009926238","48.7196532426078","48.7347128163148","48.7505011707954","48.7671886437048","48.7848639363913","48.8034358195554","48.8224498096235","48.8404810517868","48.8557974921313","48.8674067641257","48.8749259965625","48.8789936370223","48.8809371409492","48.882490113662","48.8846168528836","48.8878120684649","48.8915177362065","48.894585739542","48.8955315649618","48.8935776441188","48.8884088082268","48.8811176570515","48.8731345677658","48.8661938449563","48.8614120550929","48.8591317848866","48.8588556307598","48.8600144991847","48.8616104722269","48.8631020123508","48.8645559184814","48.8663120094365","48.8687561077293","48.8722960683776","48.8772557301768","48.8833825764281","48.8906702497928","48.8995664591122","48.9106053200817","48.9240075922401","48.9397206796388","48.9571807246458","48.9752923474889","48.9928465229533","49.0089899234019","49.0236287015016","",
"Albania","ALB","Population, male (% of total)","SP.POP.TOTL.MA.ZS","51.4796541442907","51.4818180416181","51.4808836097131","51.4791693195095","51.4779483435425","51.4785921625544","51.4812405630372","51.485494285021","51.489566664861","51.491053772618","51.4884457771997","51.4811472800486","51.4708394395543","51.4590435286776","51.4487770047726","51.4420038254367","51.4393352843692","51.4390122138805","51.4393752345106","51.436973305248","51.4299119552119","51.4125398810597","51.3842803592716","51.3554900839893","51.3385764356784","51.3390348729153","51.3730342827792","51.4294373589745","51.4587437356626","51.3995623390274","51.2162603627906","50.8752277943099","50.3973041946065","49.8720678358694","49.443147628844","49.2234411931044","49.2717065909414","49.5445085778264","49.9381716463354","50.3022070696972","50.5331097561952","50.6005953109177","50.5409525702661","50.3994682114592","50.2489226051166","50.1434797575978","50.0917058132515","50.0762422728432","50.0920230428641","50.1282304002247","50.174680166787","50.2334903831074","50.3073085917982","50.3834911742901","50.4465251700233","50.4854013574818","50.4951567586335","",
"Andorra","AND","Population, male (% of total)","SP.POP.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Population, male (% of total)","SP.POP.TOTL.MA.ZS","50.36318976145","50.3658866599699","50.3667583999412","50.3664083711807","50.3656281340616","50.3652451657988","50.3656158812275","50.3671917373634","50.3708563423301","50.3775369662036","50.3880474159843","50.4013940597124","50.4177314357626","50.4399351781838","50.4713484962559","50.5132256370026","50.5665167682765","50.6279431073718","50.6896755694729","50.7425435810194","50.7813839173188","50.8045970604121","50.8159021440994","50.8219134118217","50.8310005333881","50.8482815083681","50.874083505972","50.9054963900293","50.9400946932439","50.9745553614404","51.0028808883156","51.0334961795806","51.0130691363572","51.0397046516627","51.0532916230275","51.0947053540382","51.0744166208226","51.0421280147665","51.0086480044766","50.987428728976","50.9873260038983","51.0095900122871","51.0503055373176","51.1061234156625","51.1720206137521","51.2437028622697","51.3207154593448","51.4017936946084","51.4812183036555","51.5525761768962","51.6118535262373","51.6572145642143","51.6902310110665","51.7145459545838","51.7351983193527","51.7553555544502","51.776171918545","",
"United Arab Emirates","ARE","Population, male (% of total)","SP.POP.TOTL.MA.ZS","50.0410207694633","51.7071481573089","53.8051161674091","55.8267697723128","57.4290231067415","58.5845016094278","59.3029704450994","59.8159545230321","60.4971697134778","61.6759562734285","63.3023354564756","65.0318498751829","66.5680962383962","67.8198888656695","68.7632592793741","69.4202903779821","69.911043442642","70.2547575732867","70.3606402725922","70.1433559235155","69.6007337006314","68.7379560637204","67.656456880572","66.5442188705807","65.6346227940574","65.0696133327486","64.8649181031614","64.9254314697395","65.1456296607652","65.3998945353119","65.6155116505105","65.7990781819474","65.9782895717388","66.1449515923492","66.2939528987592","66.4301447798166","66.5757040301919","66.7500739813993","66.9578673875159","67.2016652332364","67.4929625857747","67.7580953675214","68.0222933513989","68.455267953469","69.2108475438669","70.2556613344385","71.4784621524341","72.6592586317692","73.6044846445917","74.2147999253886","74.497955549494","74.5011888768495","74.295030343396","73.942932354044","73.5320083140941","73.1319556064654","72.7610223083819","",
"Argentina","ARG","Population, male (% of total)","SP.POP.TOTL.MA.ZS","50.7831170134337","50.7208699816757","50.6562808805317","50.5902686948868","50.5241408518849","50.4588463145212","50.3932968604322","50.3271098439945","50.2625157047496","50.202399839329","50.1481725180869","50.1028258370405","50.0640460503712","50.0222976777258","49.9653336945804","49.8859802489549","49.7806467334309","49.6555377350744","49.5248653645892","49.4075553039108","49.316287367127","49.2550248972003","49.2182878621204","49.1977250520629","49.1813250879519","49.1609191245442","49.1345710956744","49.1052201910473","49.0754624889124","49.0493500732514","49.0294286166212","49.0160875895609","49.0075338832204","49.0016378041083","48.9954544975774","48.9871243222354","48.975878577323","48.9626019772294","48.9487961207","48.9366546364726","48.9276043298283","48.9220395316932","48.9192855052939","48.9183888885278","48.9180294462854","48.9172789317023","48.9159084699131","48.914259165949","48.9128023325211","48.9122011546785","48.9128841415883","48.9149128128478","48.918070358434","48.9221429876253","48.9268920519544","48.9320776629584","48.9376640774613","",
"Armenia","ARM","Population, male (% of total)","SP.POP.TOTL.MA.ZS","48.1827184841083","48.2642002537217","48.3444305107687","48.422443419748","48.4962011672722","48.564361025001","48.6283371111051","48.6867767075793","48.7369322379638","48.7743479930847","48.7970399154397","48.8051606979447","48.8009737089528","48.7879574281105","48.7704538301438","48.7518316999976","48.7305936262687","48.7072799540004","48.6880195101446","48.6802831391941","48.6879603994382","48.7124419211516","48.7483451754271","48.7855509870351","48.810411524262","48.8128348016895","48.7936936363293","48.7554103618805","48.6926117491031","48.5978803138839","48.4662212558685","48.2896473339073","48.0691365081799","47.8217883900671","47.5786469975576","47.3686991506037","47.2055478715715","47.0875117336727","47.011758030086","46.9664753866444","46.9417261126971","46.939969632761","46.9630138936865","46.9961700754255","47.0205371711333","47.0227944501169","46.9944566503296","46.9390426971487","46.8722405763533","46.817370159656","46.7920014124313","46.8021474579442","46.840592563908","46.8957122723443","46.950538466144","46.9928401363751","47.0200357834353","",
"American Samoa","ASM","Population, male (% of total)","SP.POP.TOTL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
