id,Name,GDP,Land,p1960,p1961,p1962,p1963,p1964,p1965,p1966,p1967,p1968,p1969,p1970,p1971,p1972,p1973,p1974,p1975,p1976,p1977,p1978,p1979,p1980,p1981,p1982,p1983,p1984,p1985,p1986,p1987,p1988,p1989,p1990,p1991,p1992,p1993,p1994,p1995,p1996,p1997,p1998,p1999,p2000,p2001,p2002,p2003,p2004,p2005,p2006,p2007,p2008,p2009,p2010,p2011,p2012,p2013,p2014,p2015,p2016,p2017,mpr1960,mpr1961,mpr1962,mpr1963,mpr1964,mpr1965,mpr1966,mpr1967,mpr1968,mpr1969,mpr1970,mpr1971,mpr1972,mpr1973,mpr1974,mpr1975,mpr1976,mpr1977,mpr1978,mpr1979,mpr1980,mpr1981,mpr1982,mpr1983,mpr1984,mpr1985,mpr1986,mpr1987,mpr1988,mpr1989,mpr1990,mpr1991,mpr1992,mpr1993,mpr1994,mpr1995,mpr1996,mpr1997,mpr1998,mpr1999,mpr2000,mpr2001,mpr2002,mpr2003,mpr2004,mpr2005,mpr2006,mpr2007,mpr2008,mpr2009,mpr2010,mpr2011,mpr2012,mpr2013,mpr2014,mpr2015,mpr2016,mpr2017,fpr1960,fpr1961,fpr1962,fpr1963,fpr1964,fpr1965,fpr1966,fpr1967,fpr1968,fpr1969,fpr1970,fpr1971,fpr1972,fpr1973,fpr1974,fpr1975,fpr1976,fpr1977,fpr1978,fpr1979,fpr1980,fpr1981,fpr1982,fpr1983,fpr1984,fpr1985,fpr1986,fpr1987,fpr1988,fpr1989,fpr1990,fpr1991,fpr1992,fpr1993,fpr1994,fpr1995,fpr1996,fpr1997,fpr1998,fpr1999,fpr2000,fpr2001,fpr2002,fpr2003,fpr2004,fpr2005,fpr2006,fpr2007,fpr2008,fpr2009,fpr2010,fpr2011,fpr2012,fpr2013,fpr2014,fpr2015,fpr2016,fpr2017,r1960,r1961,r1962,r1963,r1964,r1965,r1966,r1967,r1968,r1969,r1970,r1971,r1972,r1973,r1974,r1975,r1976,r1977,r1978,r1979,r1980,r1981,r1982,r1983,r1984,r1985,r1986,r1987,r1988,r1989,r1990,r1991,r1992,r1993,r1994,r1995,r1996,r1997,r1998,r1999,r2000,r2001,r2002,r2003,r2004,r2005,r2006,r2007,r2008,r2009,r2010,r2011,r2012,r2013,r2014,r2015,r2016,r2017,u1960,u1961,u1962,u1963,u1964,u1965,u1966,u1967,u1968,u1969,u1970,u1971,u1972,u1973,u1974,u1975,u1976,u1977,u1978,u1979,u1980,u1981,u1982,u1983,u1984,u1985,u1986,u1987,u1988,u1989,u1990,u1991,u1992,u1993,u1994,u1995,u1996,u1997,u1998,u1999,u2000,u2001,u2002,u2003,u2004,u2005,u2006,u2007,u2008,u2009,u2010,u2011,u2012,u2013,u2014,u2015,u2016,u2017,em1960,em1961,em1962,em1963,em1964,em1965,em1966,em1967,em1968,em1969,em1970,em1971,em1972,em1973,em1974,em1975,em1976,em1977,em1978,em1979,em1980,em1981,em1982,em1983,em1984,em1985,em1986,em1987,em1988,em1989,em1990,em1991,em1992,em1993,em1994,em1995,em1996,em1997,em1998,em1999,em2000,em2001,em2002,em2003,em2004,em2005,em2006,em2007,em2008,em2009,em2010,em2011,em2012,em2013,em2014,em2015,em2016,em2017
ABW,Aruba, .. ,180,54211,55438,56225,56695,57032,57360,57715,58055,58386,58726,59063,59440,59840,60243,60528,60657,60586,60366,60103,59980,60096,60567,61345,62201,62836,63026,62644,61833,61079,61032,62149,64622,68235,72504,76700,80324,83200,85451,87277,89005,90853,92898,94992,97017,98737,100031,100832,101220,101353,101453,101669,102053,102577,103187,103795,104341,104822,,26574,27184,27570,27788,27938,28092,28257,28424,28582,28738,28885,29039,29206,29354,29463,29507,29475,29377,29269,29227,29291,29520,29888,30289,30609,30723,30589,30262,29975,30039,30658,31929,33753,35871,37915,39616,40906,41836,42520,43149,43841,44646,45486,46310,47025,47575,47936,48137,48249,48341,48467,48649,48876,49127,49378,49598,49799,,27637,28254,28655,28907,29094,29268,29458,29631,29804,29988,30178,30401,30634,30889,31065,31150,31111,30989,30834,30753,30805,31047,31457,31912,32227,32303,32055,31571,31104,30993,31491,32693,34482,36633,38785,40708,42294,43615,44757,45856,47012,48252,49506,50707,51712,52456,52896,53083,53104,53112,53202,53404,53701,54060,54417,54743,55023,,26685,27297,27693,27934,28108,28278,28462,28639,28811,28988,29163,29358,29565,29773,29923,29996,29971,29871,29750,29698,29764,30007,30402,30836,31160,31264,31084,30691,30326,30312,30876,32115,34119,36551,38981,41152,42968,44481,45789,47060,48409,49850,51322,52771,54068,55142,55951,56534,56978,57401,57891,58478,59121,59789,60430,61010,61526,,27526,28141,28532,28761,28924,29082,29253,29416,29575,29738,29900,30082,30275,30470,30605,30661,30615,30495,30353,30282,30332,30560,30943,31365,31676,31762,31560,31142,30753,30720,31273,32507,34116,35953,37719,39172,40232,40970,41488,41945,42444,43048,43670,44246,44669,44889,44881,44686,44375,44052,43778,43575,43456,43398,43365,43331,43296,,86.32411067,84.9906567,83.88004055,82.78096589,81.42257285,79.75556252,78.33086145,76.35711899,74.17218543,72.15642589,70.41664262,67.91909147,65.97786592,64.23041274,62.23431344,59.82978051,58.53154355,56.61581569,54.26056157,51.95196717,50.07116993,48.84252433,47.9761675,47.48310611,47.17758936,46.72564311,47.58864413,48.00019148,47.8982033,47.60211855,47.49970333,45.9361803,44.88183961,44.30379747,43.9429483,43.5382416,43.98698579,44.24544227,44.34300835,44.38081952,44.4243089,44.2515528,44.04731215,43.77148785,43.40052865,42.98926483,43.15000426,43.48898529,43.99187361,44.58997235,45.26840699,45.17404726,44.97696243,44.73854009,44.58141802,44.59272193,44.60799868,
AFG,Afghanistan,"19,469",652860,8996351,9166764,9345868,9533954,9731361,9938414,10152331,10372630,10604346,10854428,11126123,11417825,11721940,12027822,12321541,12590286,12840299,13067538,13237734,13306695,13248370,13053954,12749645,12389269,12047115,11783050,11601041,11502761,11540888,11777609,12249114,12993657,13981231,15095099,16172719,17099541,17822884,18381605,18863999,19403676,20093756,20966463,21979923,23064851,24118979,25070798,25893450,26616792,27294031,28004331,28803167,29708599,30696958,31731688,32758020,33736494,34656032,,4649361,4729085,4813500,4902742,4996990,5096399,5199609,5306376,5419182,5541419,5674682,5818118,5967987,6119136,6264873,6398958,6524577,6639628,6726764,6763626,6736957,6642670,6493970,6317189,6148693,6018078,5926288,5874818,5893319,6017386,6267967,6666301,7195469,7791066,8363390,8849356,9219569,9495939,9729038,9995063,10346986,10803963,11342077,11919887,12476432,12969247,13381926,13732622,14054874,14398315,14797694,15264598,15784301,16333412,16876928,17389625,17864423,,4346990,4437679,4532368,4631212,4734371,4842015,4952722,5066254,5185164,5313009,5451441,5599707,5753953,5908686,6056668,6191328,6315722,6427910,6510970,6543069,6511413,6411284,6255675,6072080,5898422,5764972,5674753,5627943,5647569,5760223,5981147,6327356,6785762,7304033,7809329,8250185,8603315,8885666,9134961,9408613,9746770,10162500,10637846,11144964,11642547,12101551,12511524,12884170,13239157,13606016,14005473,14444001,14912657,15398276,15881092,16346869,16791609,,8256761,8386856,8522964,8665411,8814083,8969419,9128468,9290765,9460561,9643942,9843392,10057163,10278266,10497161,10701382,10880147,11038933,11174444,11257634,11252807,11170893,10974459,10686497,10352845,10035729,9784880,9602994,9490813,9490880,9653164,10005566,10577227,11341295,12201369,13025184,13721185,14248505,14639845,14966508,15334725,15817403,16438546,17163023,17935920,18677255,19330839,19876589,20338689,20758202,21195638,21691953,22259465,22879057,23522383,24148557,24727838,25253157,,739590,779908,822904,868543,917278,968995,1023863,1081865,1143785,1210486,1282731,1360662,1443674,1530661,1620159,1710139,1801366,1893094,1980100,2053888,2077477,2079495,2063148,2036424,2011386,1998170,1998047,2011948,2050008,2124445,2243548,2416430,2639936,2893730,3147535,3378356,3574379,3741760,3897491,4068951,4276353,4527917,4816900,5128931,5441724,5739959,6016861,6278103,6535829,6808693,7111214,7449134,7817901,8209305,8609463,9008656,9402875,,81.60468407,82.65736545,83.2205555,83.48326982,83.6780606,83.90303026,85.07036528,86.08631785,86.95368869,87.62796712,88.09282141,89.3156709,90.2019068,90.81001701,91.17474289,91.26696981,92.2671043,93.08837962,93.68839391,93.93240149,93.64624765,94.74081583,95.62039013,96.31070958,96.98459637,97.90473471,98.70624723,99.06884104,99.29024287,99.79000827,101.0182599,100.9656473,100.8702317,100.9023177,100.8872706,100.5101185,101.2949461,102.0432616,102.595062,102.9758786,103.3263601,102.9277729,102.1539589,101.2004851,100.1590303,99.01183094,99.63202905,100.2310231,100.6564961,100.7408126,100.4064115,98.73075897,96.52858984,94.00173412,91.37620486,88.76872734,86.57093215,
AGO,Angola,"95,335",1246700,5643182,5753024,5866061,5980417,6093321,6203299,6309770,6414995,6523791,6642632,6776381,6927269,7094834,7277960,7474338,7682479,7900997,8130988,8376147,8641521,8929900,9244507,9582156,9931562,10277321,10609042,10921037,11218268,11513968,11827237,12171441,12553446,12968345,13403734,13841301,14268994,14682284,15088981,15504318,15949766,16440924,16983266,17572649,18203369,18865716,19552542,20262399,20997687,21759420,22549547,23369131,24218565,25096150,25998340,26920466,27859305,28813463,,2742585,2796481,2851979,2908157,2963664,3017781,3070224,3122099,3175771,3234432,3300464,3374941,3457647,3548042,3645025,3747887,3855958,3969748,4090950,4221884,4363811,4518246,4683661,4854641,5023810,5186190,5339056,5484781,5629707,5782990,5951053,6137180,6339072,6550825,6763717,6972032,7173636,7372303,7575412,7793313,8033545,8298798,8587105,8895760,9220109,9556746,9904946,10265910,10640262,11029120,11433115,11852498,12286368,12732763,13189103,13653564,14125405,,2900597,2956543,3014082,3072260,3129657,3185518,3239546,3292896,3348020,3408200,3475917,3552328,3637187,3729918,3829313,3934592,4045039,4161240,4285197,4419637,4566089,4726261,4898495,5076921,5253511,5422852,5581981,5733487,5884261,6044247,6220388,6416266,6629273,6852909,7077584,7296962,7508648,7716678,7928906,8156453,8407379,8684468,8985544,9307609,9645607,9995796,10357453,10731777,11119158,11520427,11936016,12366067,12809782,13265577,13731363,14205741,14688058,,5054316,5131812,5208828,5285253,5358588,5427638,5491708,5552756,5614896,5683702,5762838,5858114,5968529,6089906,6219770,6356867,6499597,6648872,6807295,6978720,7164816,7367965,7584947,7806406,8019907,8217658,8395220,8556734,8712159,8876105,9057743,9261807,9483491,9713686,9938054,10148109,10340733,10521848,10701855,10894966,11110941,11352974,11616400,11896812,12186309,12480583,12777064,13076940,13380085,13687801,13998811,14313172,14631306,14951645,15270904,15587281,15899557,,588866,621212,657233,695164,734733,775661,818062,862239,908895,958930,1013543,1069155,1126305,1188054,1254568,1325612,1401400,1482116,1568852,1662801,1765084,1876542,1997209,2125156,2257414,2391384,2525817,2661534,2801809,2951132,3113698,3291639,3484854,3690048,3903247,4120885,4341551,4567133,4802463,5054800,5329983,5630292,5956249,6306557,6679407,7071959,7485335,7920747,8379335,8861746,9370320,9905393,10464844,11046695,11649562,12272024,12913906,,89.68251807,91.45106188,93.66527026,95.85917725,97.22351241,97.39271525,98.57461658,98.45722973,97.50713428,96.44353333,95.66011798,96.06046137,96.42919635,96.78267481,97.01159005,97.0739094,98.21933689,98.9930657,99.50446305,99.86906717,100.1507087,101.3550644,102.1143406,102.5472893,102.7225756,102.6256622,103.3607006,103.8495351,104.0336903,103.8682479,103.3985937,103.8143905,103.6510643,103.1102672,102.3736165,101.4958343,101.5176254,101.2639939,100.7880614,100.1611603,99.47842478,99.50783435,99.34688287,99.07526966,98.74275878,98.37403142,98.6938456,98.83510512,98.84333332,98.7393853,98.52991499,98.69988264,98.60989731,98.34942902,97.99759642,97.57619869,97.27421168,
ALB,Albania,"11,864",27400,1608800,1659800,1711319,1762621,1814135,1864791,1914573,1965598,2022272,2081695,2135479,2187853,2243126,2296752,2350124,2404831,2458526,2513546,2566266,2617832,2671997,2726056,2784278,2843960,2904429,2964762,3022635,3083605,3142336,3227943,3286542,3266790,3247039,3227287,3207536,3187784,3168033,3148281,3128530,3108778,3089027,3060173,3051010,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703,2876101,,828205,854495,881002,907383,933879,959968,985646,1011998,1041259,1071887,1099525,1126332,1154556,1181887,1209110,1237093,1264649,1292943,1320071,1346534,1374206,1401535,1430681,1460530,1491093,1522080,1552819,1585881,1617007,1659149,1683244,1661987,1636420,1609515,1585907,1569137,1560944,1559800,1562331,1563784,1560981,1548466,1542010,1531950,1521004,1510064,1499018,1487273,1476369,1467513,1461599,1459381,1459114,1458648,1457453,1454334,1452292,,780595,805305,830317,855238,880256,904823,928927,953600,981013,1009808,1035954,1061521,1088570,1114865,1141014,1167738,1193877,1220603,1246195,1271298,1297791,1324521,1353597,1383430,1413336,1442682,1469816,1497724,1525329,1568794,1603298,1604803,1610619,1617772,1621629,1618647,1607089,1588481,1566199,1544994,1528046,1511707,1509000,1507666,1505935,1501423,1493529,1482744,1470945,1460006,1451422,1445814,1441287,1436444,1431651,1426369,1423809,,1114818,1146208,1180553,1214693,1248887,1282417,1315273,1348911,1386348,1424962,1457678,1489206,1522477,1554419,1585958,1618163,1649474,1681437,1711648,1740858,1769877,1798543,1829633,1861315,1893194,1924635,1954134,1985256,2014614,2060783,2089320,2067878,2037549,2007405,1977318,1947385,1917515,1887867,1858316,1828925,1799636,1761589,1723790,1684768,1645111,1604189,1561661,1517619,1473922,1432259,1393502,1358266,1324613,1291703,1259389,1226978,1197148,,493982,513592,530766,547928,565248,582374,599300,616687,635924,656733,677801,698647,720649,742333,764166,786668,809052,832109,854618,876974,902120,927513,954645,982645,1011235,1040127,1068501,1098349,1127722,1167160,1197222,1198912,1209490,1219882,1230218,1240399,1250518,1260414,1270214,1279853,1289391,1298584,1327220,1354848,1381828,1407298,1430886,1452398,1473392,1495260,1519519,1546929,1575788,1603389,1629715,1653725,1678953,,83.70674958,84.95077042,86.23702651,87.43023027,88.28339628,88.64302413,88.84184051,88.45537653,87.64153578,86.62889315,85.53990863,84.23846179,83.00580968,81.72360945,80.23562849,78.51243105,77.0341247,75.28349241,73.4350723,71.71223433,70.213117,68.89513541,67.76083935,66.76517913,65.84256305,64.98167805,64.26667783,63.64897998,63.09835045,62.52147355,61.80839059,62.52088232,63.11243015,63.54041881,63.87437069,64.20407396,63.15929342,62.24263416,61.41261643,60.55838436,59.58581398,58.56796352,57.44588622,56.24238929,55.02213732,53.82131412,52.61447308,51.62142045,50.79122424,50.10562445,49.5647611,48.10245252,46.82006398,45.67580378,44.71133907,44.01664386,44.0015401,
AND,Andorra,"2,859",470,13411,14375,15370,16412,17469,18549,19647,20758,21890,23058,24276,25559,26892,28232,29520,30705,31777,32771,33737,34818,36067,37500,39114,40867,42706,44600,46517,48455,50434,52448,54509,56671,58888,60971,62677,63850,64360,64327,64142,64370,65390,67341,70049,73182,76244,78867,80991,82683,83861,84462,84449,83751,82431,80788,79223,78014,77281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5572,5609,5616,5601,5554,5482,5385,5264,5125,4975,4818,4657,4491,4315,4123,3914,3692,3467,3246,3044,2862,2700,2553,2416,2285,2159,2175,2337,2508,2690,2882,3100,3342,3591,3830,4047,4232,4387,4537,4721,4973,5350,5855,6435,7052,7654,8230,8795,9336,9838,10288,10670,10957,11177,11382,11612,11892,,7839,8766,9754,10811,11915,13067,14262,15494,16765,18083,19458,20902,22401,23917,25397,26791,28085,29304,30491,31774,33205,34800,36561,38451,40421,42441,44342,46118,47926,49758,51627,53571,55546,57380,58847,59803,60128,59940,59605,59649,60417,61991,64194,66747,69192,71213,72761,73888,74525,74624,74161,73081,71474,69611,67841,66402,65389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARB,Arab World,,13621413,92490932,95044497,97682294,100411076,103239902,106174988,109230593,112406932,115680165,119016542,122398374,125807419,129269375,132863416,136696761,140843298,145332378,150133054,155183724,160392488,165689490,171051950,176490084,182005827,187610756,193310301,199093767,204942549,210844771,216787402,224735446,230829868,235037179,241286091,247435930,255029671,260843462,266575075,272235146,277962869,283832016,289850357,296026575,302434519,309162029,316264728,323773264,331653797,339825483,348145094,356508908,364895878,373306993,381702086,390043028,398304960,406452690,,46581386,47870006,49199404,50573454,51997422,53475293,55014660,56616215,58269091,59957601,61674153,63408692,65174687,67016222,68992698,71144493,73489523,76009278,78662125,81387230,84139416,86902253,89685030,92498845,95364425,98294965,101287129,104327021,107404525,110506415,114621554,117800551,119899678,123151710,126324186,130306661,133224277,136065591,138863468,141726120,144718354,147851480,151122471,154562558,158204457,162065758,166162755,170476001,174946300,179477763,184000856,188495044,192963246,197395503,201789533,206144145,210445642,,45909546,47174491,48482890,49837622,51242480,52699695,54215933,55790717,57411074,59058941,60724221,62398727,64094688,65847194,67704063,69698805,71842855,74123776,76521599,79005258,81550074,84149697,86805054,89506982,92246331,95015336,97806638,100615528,103440246,106280987,110113892,113029317,115137501,118134381,121111744,124723010,127619185,130509484,133371678,136236749,139113662,141998877,144904104,147871961,150957572,154198970,157610509,161177796,164879183,168667331,172508052,176400834,180343747,184306583,188253495,192160815,196007048,,63548693,64597544,65661863,66724124,67780054,68815652,69925569,71188406,72454903,73703104,74916014,76112810,77263535,78455046,79835396,81407598,83180504,85153422,87239187,89362180,91433113,93442906,95419889,97318389,99121314,100951702,102774744,104700839,106759376,108889113,111653038,113798203,115895066,118094538,120474065,122923868,125264646,127441601,129467561,131465557,133490518,135554384,137650192,139792991,141988963,144211375,146488561,148857152,151286508,153729623,156167052,158596475,161002266,163382734,165734200,168051992,170328354,,28942239,30446953,32020431,33686952,35459848,37359336,39305024,41218526,43225262,45313438,47482360,49694609,52005840,54408370,56861365,59435700,62151874,64979632,67944537,71030308,74256377,77609044,81070195,84687438,88489442,92358599,96319023,100241710,104085395,107898289,113082408,117031665,119142113,123191553,126961865,132105803,135578816,139133474,142767585,146497312,150341498,154295973,158376383,162641528,167173066,172053353,177284703,182796645,188538975,194415471,200341856,206299403,212304727,218319352,224308828,230252968,236124336,,88.2058102,89.64473422,90.94449841,92.06363123,92.89288103,93.36445922,94.24177628,94.63344583,94.68551286,94.56361304,94.33599779,94.59771733,94.61872507,94.4582201,94.18243323,93.85107174,93.68273814,93.43654927,93.11851482,92.70132877,92.1678842,91.88223949,91.4361947,90.87598213,90.26319187,89.62858647,89.37816291,89.02484315,88.58988747,88.04431458,87.48133989,86.72617829,86.05811807,84.90674981,83.59814216,81.94641901,80.57680766,79.14265987,77.67580726,76.19786686,74.71481247,73.21951671,71.74722902,70.3090971,68.92061811,67.60287661,66.4186786,65.27545206,64.23529317,63.36502686,62.69471516,62.34169617,62.16885425,62.11818785,62.08985796,62.01723439,62.05747529,
ARE,United Arab Emirates,"348,743",83600,92634,101078,112472,125566,138529,150362,160481,170283,183194,203820,235499,278808,332760,397174,471364,554324,646943,748117,852262,952040,1042384,1120900,1189545,1253060,1318478,1391052,1472218,1560718,1655849,1756043,1860174,1970026,2086639,2207405,2328686,2448820,2571020,2700010,2838145,2988162,3154925,3326032,3507232,3741932,4087931,4579562,5242032,6044067,6894278,7666393,8270684,8672475,8900453,9006263,9070867,9154302,9269612,,46355,52265,60516,70099,79556,88089,95170,101856,110827,125708,149076,181314,221512,269363,324125,384813,452285,525588,599657,667793,725507,770484,804804,833839,865378,905152,954953,1013303,1078713,1148450,1220563,1296259,1376729,1460087,1543778,1626755,1711675,1802259,1900361,2008095,2129352,2253656,2385700,2561550,2829292,3217402,3746924,4391574,5074498,5689598,6161490,6461097,6612594,6659495,6669991,6694720,6744664,,46279,48813,51956,55467,58973,62273,65311,68427,72367,78112,86423,97494,111248,127811,147239,169511,194658,222529,252605,284247,316877,350416,384741,419221,453100,485900,517265,547415,577136,607593,639611,673767,709910,747318,784908,822065,859345,897751,937784,980067,1025573,1072376,1121532,1180382,1258639,1362160,1495108,1652493,1819780,1976795,2109194,2211378,2287859,2346768,2400876,2459582,2524948,,24548,25893,27839,30019,31974,33496,34491,35296,37005,41172,47571,56319,67218,80229,95216,111973,130016,148830,167819,185553,201076,216524,232366,247517,263353,280937,299979,320228,342115,365327,389688,415557,443202,472076,501436,530929,552949,568676,585282,603310,623539,643421,664024,693305,741101,812323,909597,1026343,1146036,1247859,1318761,1355074,1363193,1352651,1336502,1323621,1315914,,68086,75185,84633,95547,106555,116866,125990,134987,146189,162648,187928,222489,265542,316945,376148,442351,516927,599287,684443,766487,841308,904376,957179,1005543,1055125,1110115,1172239,1240490,1313734,1390716,1470486,1554469,1643437,1735329,1827250,1917891,2018071,2131334,2252863,2384852,2531386,2682611,2843208,3048627,3346830,3767239,4332435,5017724,5748242,6418534,6951923,7317401,7537260,7653612,7734365,7830681,7953698,,92.75057742,87.68893675,82.45409123,77.48597114,72.99690294,68.97834418,65.27734866,62.29020729,60.02690497,58.39906742,57.43911326,51.08842321,46.54189145,43.69588891,42.33165143,42.15185459,40.5539225,39.79706435,40.00795106,40.80599169,41.73205649,43.15965322,44.61885044,46.20821947,47.88687054,49.51246356,49.7945209,49.617883,49.11956499,48.34601621,47.31717748,45.68181146,44.06242082,42.47563933,40.93312853,39.48597718,38.78335822,38.04882513,37.58588377,37.36427509,37.13112264,33.2204882,29.94459843,27.35639132,25.39854127,23.96727817,21.29602227,19.34451679,18.04583295,17.16335258,16.45184931,16.76697862,16.92439082,17.04445519,17.20212928,17.38245504,17.60817836,
ARG,Argentina,"545,476",2736690,20619075,20953077,21287682,21621840,21953929,22283390,22608748,22932203,23261278,23605987,23973058,24366439,24782949,25213388,25644506,26066975,26477152,26878565,27277741,27684534,28105888,28543364,28993987,29454738,29920904,30388783,30857244,31326473,31795517,32263561,32729739,33193918,33655151,34110917,34558115,34994814,35419682,35833969,36241590,36648068,37057452,37471509,37889370,38309379,38728696,39145488,39558890,39970224,40382389,40799407,41223889,41656879,42096739,42539925,42981515,43417765,43847430,,10471009,10627583,10783548,10938547,11092034,11243942,11393293,11541115,11691704,11850772,12022050,12208274,12407347,12612316,12813363,13003766,13180498,13346696,13509265,13678251,13860780,14059041,14270344,14491061,14715497,14939405,15161574,15382934,15603797,15825067,16047204,16270360,16493560,16714908,16931906,17142953,17347100,17545244,17739822,17934338,18131323,18331826,18535209,18740331,18945315,19148908,19350590,19551139,19752158,19955888,20163793,20376426,20592912,20811443,21029519,21245214,21457908,,10148066,10325494,10504134,10683293,10861895,11039448,11215455,11391088,11569574,11755215,11951008,12158165,12375602,12601072,12831143,13063209,13296654,13531869,13768476,14006283,14245108,14484323,14723643,14963677,15205407,15449378,15695670,15943539,16191720,16438494,16682535,16923558,17161591,17396009,17626209,17851861,18072582,18288725,18501768,18713730,18926129,19139683,19354161,19569048,19783381,19996580,20208300,20419085,20630231,20843519,21060096,21280453,21503827,21728482,21951996,22172551,22389522,,5441168,5402332,5371521,5338649,5303191,5265788,5225334,5183137,5140510,5100310,5063110,5038736,5020282,5002840,4983497,4960806,4933753,4903994,4872077,4840364,4809761,4763031,4708913,4655616,4601536,4546770,4491272,4434889,4377289,4319123,4260103,4206333,4192759,4177905,4160797,4141986,4120726,4097973,4073917,4048879,4023698,3998585,3971185,3942035,3911986,3881667,3850662,3819155,3787060,3755585,3724166,3693715,3664521,3636313,3608728,3581531,3554711,,15177907,15550745,15916161,16283191,16650738,17017602,17383414,17749066,18120768,18505677,18909948,19327703,19762667,20210548,20661009,21106169,21543399,21974571,22405664,22844170,23296127,23780333,24285074,24799122,25319368,25842013,26365972,26891584,27418228,27944438,28469636,28987585,29462392,29933012,30397318,30852828,31298956,31735996,32167673,32599189,33033754,33472924,33918185,34367344,34816710,35263821,35708228,36151069,36595329,37043822,37499723,37963164,38432218,38903612,39372787,39836234,40292719,,56.99723605,57.18597111,57.29995994,57.33925146,57.30447866,57.20466316,57.24105603,57.19641591,57.10855895,57.03565142,57.02047091,57.16246685,57.34637269,57.57929233,57.87626264,58.25453585,59.02671906,59.95409763,60.96042441,61.90659882,62.70143109,63.70518325,64.26312342,64.55540566,64.83269574,65.19920158,65.24739359,65.56029496,65.91883254,66.01861375,65.74592795,65.64637252,65.15579684,64.42962266,63.70270138,63.08208369,62.6450772,62.23398023,61.84732759,61.44813528,61.02129455,60.53543674,60.11545915,59.71722464,59.28504313,58.80362101,58.48891404,58.05973177,57.59388819,57.20138854,56.93294175,56.74773156,56.67340663,56.66258535,56.6338759,56.54900705,56.54224643,
ARM,Armenia,"10,572",28470,1874120,1941491,2009526,2077575,2144998,2211316,2276031,2339124,2401140,2462925,2525065,2587706,2650484,2712781,2773747,2832757,2889579,2944379,2997411,3049105,3099751,3148092,3193686,3238594,3285595,3335935,3392256,3451942,3504651,3536469,3538165,3505251,3442810,3363098,3283660,3217342,3168215,3133086,3108684,3089017,3069588,3050655,3033897,3017806,3000612,2981259,2958500,2933056,2908220,2888584,2877311,2875581,2881922,2893509,2906220,2916950,2924816,,903002,937045,971494,1006013,1040243,1073911,1106796,1138844,1170242,1201276,1232157,1262934,1293462,1323510,1352769,1381021,1408109,1434127,1459380,1484313,1509206,1533512,1556869,1579966,1603712,1628364,1655207,1683008,1706506,1718649,1714815,1692673,1654929,1608294,1562321,1524013,1495573,1475292,1461447,1450802,1440918,1431977,1424809,1418253,1410904,1401871,1390331,1376748,1363148,1352359,1346351,1345834,1349909,1356932,1364486,1370758,1375250,,971118,1004446,1038032,1071562,1104755,1137405,1169235,1200280,1230898,1261649,1292908,1324772,1357022,1389271,1420978,1451736,1481470,1510252,1538031,1564792,1590545,1614580,1636817,1658628,1681883,1707571,1737049,1768934,1798145,1817820,1823350,1812578,1787881,1754804,1721339,1693329,1672642,1657794,1647237,1638215,1628670,1618678,1609088,1599553,1589708,1579388,1568169,1556308,1545072,1536225,1530960,1529747,1532013,1536577,1541734,1546192,1549566,,913165,929062,944095,957991,970440,981338,990460,997847,1003797,1008765,1013460,1018081,1021894,1024753,1026286,1030812,1033920,1035803,1036535,1041605,1052365,1062198,1070939,1079261,1088090,1097856,1109403,1121847,1131792,1142633,1152699,1151475,1140328,1123073,1105543,1092062,1084131,1080789,1081014,1082793,1084608,1086491,1083617,1078866,1073709,1067768,1060622,1052468,1047046,1045985,1047917,1053297,1061671,1071322,1080765,1088810,1095110,,960955,1012429,1065431,1119584,1174558,1229978,1285571,1341277,1397343,1454160,1511605,1569625,1628590,1688028,1747461,1801945,1855659,1908576,1960876,2007500,2047386,2085894,2122747,2159333,2197505,2238079,2282853,2330095,2372859,2393836,2385466,2353776,2302482,2240025,2178117,2125280,2084084,2052297,2027670,2006224,1984980,1964164,1950280,1938940,1926903,1913491,1897878,1880588,1861174,1842599,1829394,1822284,1820251,1822187,1825455,1828140,1829706,,81.82770745,84.7866972,87.04574859,88.59681771,89.51005641,89.77506587,89.36279787,88.14742125,86.26599188,83.97143911,81.47109258,78.13164929,75.15604214,72.40064238,69.65228507,66.85527112,64.70093021,62.38658806,60.15241513,58.26902524,56.8126136,55.7903009,55.17423835,54.85884513,54.67512102,54.54833111,54.49380455,54.52148565,54.69862766,55.04695072,55.46257626,56.4991613,57.61876769,58.71448318,59.65122029,60.35572559,59.99639427,59.20111992,58.09879713,56.91759459,55.82827754,54.41381914,53.35607973,52.45509914,51.4075762,50.06281856,48.88590966,47.37856575,45.80423402,44.53774785,43.79041951,43.45863514,43.42615642,43.65506805,44.01665035,44.41225877,44.89494332,
